Date,Index_Name,Sub_Index,PE,PB,Div_Yield
2026-03-18,NIFTY IPO,Thematic Indices,55.05,9.21,0.16
2026-03-19,NIFTY IPO,Thematic Indices,53.53,8.95,0.17
2026-03-20,NIFTY IPO,Thematic Indices,54.49,9.11,0.16
2026-03-23,NIFTY IPO,Thematic Indices,52.65,8.79,0.17
2026-03-24,NIFTY IPO,Thematic Indices,53.63,8.95,0.17
2026-03-25,NIFTY IPO,Thematic Indices,54.12,9.02,0.17
2026-03-27,NIFTY IPO,Thematic Indices,53.8,8.95,0.17
2026-03-30,NIFTY IPO,Thematic Indices,57.42,9.69,0.07
2026-04-01,NIFTY IPO,Thematic Indices,58.84,9.88,0.06
2026-04-02,NIFTY IPO,Thematic Indices,58.52,9.83,0.06
2026-04-06,NIFTY IPO,Thematic Indices,59.58,10.01,0.06
2026-04-07,NIFTY IPO,Thematic Indices,60.06,9.79,0.06
2026-04-08,NIFTY IPO,Thematic Indices,62.44,10.09,0.06
2026-04-09,NIFTY IPO,Thematic Indices,63.81,10.16,0.06
2026-04-10,NIFTY IPO,Thematic Indices,65.47,10.42,0.06
2026-04-13,NIFTY IPO,Thematic Indices,65.72,10.45,0.06
2026-04-15,NIFTY IPO,Thematic Indices,66.78,10.62,0.06
2026-04-16,NIFTY IPO,Thematic Indices,67.61,10.71,0.06
2026-04-17,NIFTY IPO,Thematic Indices,67.08,10.73,0.06
2026-04-20,NIFTY IPO,Thematic Indices,67.38,10.76,0.06
2026-04-21,NIFTY IPO,Thematic Indices,68.45,10.92,0.05
2026-04-22,NIFTY IPO,Thematic Indices,68.3,10.96,0.05
2026-04-23,NIFTY IPO,Thematic Indices,67.94,10.9,0.05
2026-04-24,NIFTY IPO,Thematic Indices,67.59,10.84,0.05
2026-04-27,NIFTY IPO,Thematic Indices,67.04,10.99,0.05
2026-04-28,NIFTY IPO,Thematic Indices,66.76,10.98,0.05
2026-04-29,NIFTY IPO,Thematic Indices,66.71,10.98,0.05
2026-04-30,NIFTY IPO,Thematic Indices,66.5,10.97,0.05
2026-03-02,NIFTY MID LIQ 15,Thematic Indices,35.12,4.2,0.69
2026-03-04,NIFTY MID LIQ 15,Thematic Indices,34.63,4.14,0.7
2026-03-05,NIFTY MID LIQ 15,Thematic Indices,35.18,4.2,0.69
2026-03-06,NIFTY MID LIQ 15,Thematic Indices,34.93,4.17,0.69
2026-03-09,NIFTY MID LIQ 15,Thematic Indices,34.43,4.11,0.7
2026-03-10,NIFTY MID LIQ 15,Thematic Indices,35.31,4.22,0.68
2026-03-11,NIFTY MID LIQ 15,Thematic Indices,34.77,4.15,0.7
2026-03-12,NIFTY MID LIQ 15,Thematic Indices,34.62,4.14,0.7
2026-03-13,NIFTY MID LIQ 15,Thematic Indices,33.78,4.04,0.72
2026-03-16,NIFTY MID LIQ 15,Thematic Indices,33.88,4.05,0.71
2026-03-17,NIFTY MID LIQ 15,Thematic Indices,34.22,4.09,0.71
2026-03-18,NIFTY MID LIQ 15,Thematic Indices,34.98,4.18,0.69
2026-03-19,NIFTY MID LIQ 15,Thematic Indices,33.78,4.04,0.72
2026-03-20,NIFTY MID LIQ 15,Thematic Indices,34.02,4.06,0.71
2026-03-23,NIFTY MID LIQ 15,Thematic Indices,32.87,3.93,0.74
2026-03-24,NIFTY MID LIQ 15,Thematic Indices,33.82,4.04,0.71
2026-03-25,NIFTY MID LIQ 15,Thematic Indices,34.43,4.11,0.7
2026-03-27,NIFTY MID LIQ 15,Thematic Indices,33.63,4.02,0.72
2026-03-30,NIFTY MID LIQ 15,Thematic Indices,41.13,4.51,0.62
2026-04-01,NIFTY MID LIQ 15,Thematic Indices,42.46,4.65,0.6
2026-04-02,NIFTY MID LIQ 15,Thematic Indices,42.46,4.65,0.6
2026-04-06,NIFTY MID LIQ 15,Thematic Indices,43.32,4.75,0.59
2026-04-07,NIFTY MID LIQ 15,Thematic Indices,43.38,4.75,0.59
2026-04-08,NIFTY MID LIQ 15,Thematic Indices,45.65,5.0,0.56
2026-04-09,NIFTY MID LIQ 15,Thematic Indices,45.79,5.02,0.56
2026-04-10,NIFTY MID LIQ 15,Thematic Indices,46.29,5.07,0.55
2026-04-13,NIFTY MID LIQ 15,Thematic Indices,46.02,5.04,0.55
2026-04-15,NIFTY MID LIQ 15,Thematic Indices,47.13,5.17,0.54
2026-04-16,NIFTY MID LIQ 15,Thematic Indices,47.5,5.21,0.54
2026-04-17,NIFTY MID LIQ 15,Thematic Indices,47.98,5.26,0.53
2026-04-20,NIFTY MID LIQ 15,Thematic Indices,47.05,5.22,0.54
2026-04-21,NIFTY MID LIQ 15,Thematic Indices,46.99,5.27,0.53
2026-04-22,NIFTY MID LIQ 15,Thematic Indices,46.86,5.26,0.53
2026-04-23,NIFTY MID LIQ 15,Thematic Indices,46.14,5.2,0.54
2026-04-24,NIFTY MID LIQ 15,Thematic Indices,45.58,5.14,0.54
2026-04-27,NIFTY MID LIQ 15,Thematic Indices,46.48,5.24,0.53
2026-04-28,NIFTY MID LIQ 15,Thematic Indices,40.87,5.27,0.53
2026-04-29,NIFTY MID LIQ 15,Thematic Indices,40.9,5.27,0.53
2026-04-30,NIFTY MID LIQ 15,Thematic Indices,40.62,5.23,0.53
2026-03-02,NIFTY MS IND CONS,Thematic Indices,83.44,9.22,0.81
2026-03-04,NIFTY MS IND CONS,Thematic Indices,81.95,9.06,0.82
2026-03-05,NIFTY MS IND CONS,Thematic Indices,83.16,9.19,0.81
2026-03-06,NIFTY MS IND CONS,Thematic Indices,82.43,9.11,0.82
2026-03-09,NIFTY MS IND CONS,Thematic Indices,81.08,8.96,0.83
2026-03-10,NIFTY MS IND CONS,Thematic Indices,82.68,9.14,0.82
2026-03-11,NIFTY MS IND CONS,Thematic Indices,81.49,9.01,0.83
2026-03-12,NIFTY MS IND CONS,Thematic Indices,80.41,8.89,0.84
2026-03-13,NIFTY MS IND CONS,Thematic Indices,78.75,8.7,0.86
2026-03-16,NIFTY MS IND CONS,Thematic Indices,78.53,8.68,0.86
2026-03-17,NIFTY MS IND CONS,Thematic Indices,78.95,8.73,0.86
2026-03-18,NIFTY MS IND CONS,Thematic Indices,80.25,8.87,0.84
2026-03-19,NIFTY MS IND CONS,Thematic Indices,77.36,8.55,0.87
2026-03-20,NIFTY MS IND CONS,Thematic Indices,77.68,8.59,0.87
2026-03-23,NIFTY MS IND CONS,Thematic Indices,74.9,8.28,0.9
2026-03-24,NIFTY MS IND CONS,Thematic Indices,76.68,8.48,0.88
2026-03-25,NIFTY MS IND CONS,Thematic Indices,78.41,8.67,0.86
2026-03-27,NIFTY MS IND CONS,Thematic Indices,76.45,8.45,0.88
2026-03-30,NIFTY MS IND CONS,Thematic Indices,71.68,7.44,0.89
2026-04-01,NIFTY MS IND CONS,Thematic Indices,72.77,7.56,0.88
2026-04-02,NIFTY MS IND CONS,Thematic Indices,72.89,7.57,0.88
2026-04-06,NIFTY MS IND CONS,Thematic Indices,73.99,7.68,0.86
2026-04-07,NIFTY MS IND CONS,Thematic Indices,73.98,7.68,0.86
2026-04-08,NIFTY MS IND CONS,Thematic Indices,76.49,7.94,0.83
2026-04-09,NIFTY MS IND CONS,Thematic Indices,76.32,7.93,0.84
2026-04-10,NIFTY MS IND CONS,Thematic Indices,77.51,8.05,0.82
2026-04-13,NIFTY MS IND CONS,Thematic Indices,76.82,7.98,0.83
2026-04-15,NIFTY MS IND CONS,Thematic Indices,78.69,8.17,0.81
2026-04-16,NIFTY MS IND CONS,Thematic Indices,79.05,8.21,0.81
2026-04-17,NIFTY MS IND CONS,Thematic Indices,80.13,8.32,0.8
2026-04-20,NIFTY MS IND CONS,Thematic Indices,80.29,8.34,0.8
2026-04-21,NIFTY MS IND CONS,Thematic Indices,81.03,8.42,0.79
2026-04-22,NIFTY MS IND CONS,Thematic Indices,81.41,8.46,0.78
2026-04-23,NIFTY MS IND CONS,Thematic Indices,80.57,8.37,0.79
2026-04-24,NIFTY MS IND CONS,Thematic Indices,79.1,8.28,0.81
2026-04-27,NIFTY MS IND CONS,Thematic Indices,80.59,8.43,0.79
2026-04-28,NIFTY MS IND CONS,Thematic Indices,80.05,8.43,0.79
2026-04-29,NIFTY MS IND CONS,Thematic Indices,79.82,8.41,0.8
2026-04-30,NIFTY MS IND CONS,Thematic Indices,78.97,8.32,0.8
2026-03-02,NIFTY MNC,Thematic Indices,38.79,9.0,1.48
2026-03-04,NIFTY MNC,Thematic Indices,37.72,8.75,1.53
2026-03-05,NIFTY MNC,Thematic Indices,38.17,8.85,1.51
2026-03-06,NIFTY MNC,Thematic Indices,38.12,8.85,1.51
2026-03-09,NIFTY MNC,Thematic Indices,37.29,8.65,1.54
2026-03-10,NIFTY MNC,Thematic Indices,37.86,8.79,1.52
2026-03-11,NIFTY MNC,Thematic Indices,37.37,8.67,1.54
2026-03-12,NIFTY MNC,Thematic Indices,37.0,8.59,1.55
2026-03-13,NIFTY MNC,Thematic Indices,36.22,8.41,1.59
2026-03-16,NIFTY MNC,Thematic Indices,36.18,8.4,1.59
2026-03-17,NIFTY MNC,Thematic Indices,36.38,8.44,1.58
2026-03-18,NIFTY MNC,Thematic Indices,36.53,8.48,1.53
2026-03-19,NIFTY MNC,Thematic Indices,35.47,8.23,1.57
2026-03-20,NIFTY MNC,Thematic Indices,35.72,8.29,1.56
2026-03-23,NIFTY MNC,Thematic Indices,34.67,8.05,1.61
2026-03-24,NIFTY MNC,Thematic Indices,35.26,8.18,1.58
2026-03-25,NIFTY MNC,Thematic Indices,35.97,8.35,1.55
2026-03-27,NIFTY MNC,Thematic Indices,35.04,8.12,1.79
2026-03-30,NIFTY MNC,Thematic Indices,34.66,7.66,1.73
2026-04-01,NIFTY MNC,Thematic Indices,35.25,7.79,1.7
2026-04-02,NIFTY MNC,Thematic Indices,35.37,7.82,1.7
2026-04-06,NIFTY MNC,Thematic Indices,35.66,7.88,1.68
2026-04-07,NIFTY MNC,Thematic Indices,35.88,7.93,1.67
2026-04-08,NIFTY MNC,Thematic Indices,37.05,8.19,1.62
2026-04-09,NIFTY MNC,Thematic Indices,37.23,8.22,1.61
2026-04-10,NIFTY MNC,Thematic Indices,38.01,8.39,1.58
2026-04-13,NIFTY MNC,Thematic Indices,37.45,8.26,1.59
2026-04-15,NIFTY MNC,Thematic Indices,38.12,8.41,1.56
2026-04-16,NIFTY MNC,Thematic Indices,38.27,8.45,1.56
2026-04-17,NIFTY MNC,Thematic Indices,39.09,8.54,1.53
2026-04-20,NIFTY MNC,Thematic Indices,39.11,8.54,1.53
2026-04-21,NIFTY MNC,Thematic Indices,39.61,8.66,1.5
2026-04-22,NIFTY MNC,Thematic Indices,39.93,8.73,1.49
2026-04-23,NIFTY MNC,Thematic Indices,39.6,8.69,1.5
2026-04-24,NIFTY MNC,Thematic Indices,39.26,8.63,1.51
2026-04-27,NIFTY MNC,Thematic Indices,39.64,8.71,1.5
2026-04-28,NIFTY MNC,Thematic Indices,39.49,8.69,1.5
2026-04-29,NIFTY MNC,Thematic Indices,39.85,8.76,1.49
2026-04-30,NIFTY MNC,Thematic Indices,39.51,8.69,1.52
2026-03-02,NIFTY MOBILITY,Thematic Indices,32.16,4.57,1.04
2026-03-04,NIFTY MOBILITY,Thematic Indices,31.38,4.46,1.07
2026-03-05,NIFTY MOBILITY,Thematic Indices,32.01,4.55,1.05
2026-03-06,NIFTY MOBILITY,Thematic Indices,31.59,4.49,1.06
2026-03-09,NIFTY MOBILITY,Thematic Indices,30.54,4.34,1.1
2026-03-10,NIFTY MOBILITY,Thematic Indices,31.14,4.42,1.08
2026-03-11,NIFTY MOBILITY,Thematic Indices,30.42,4.32,1.1
2026-03-12,NIFTY MOBILITY,Thematic Indices,29.81,4.24,1.14
2026-03-13,NIFTY MOBILITY,Thematic Indices,28.94,4.11,1.17
2026-03-16,NIFTY MOBILITY,Thematic Indices,29.21,4.15,1.16
2026-03-17,NIFTY MOBILITY,Thematic Indices,29.67,4.22,1.15
2026-03-18,NIFTY MOBILITY,Thematic Indices,30.23,4.3,1.12
2026-03-19,NIFTY MOBILITY,Thematic Indices,29.0,4.12,1.17
2026-03-20,NIFTY MOBILITY,Thematic Indices,29.24,4.15,1.16
2026-03-23,NIFTY MOBILITY,Thematic Indices,28.25,4.01,1.2
2026-03-24,NIFTY MOBILITY,Thematic Indices,29.01,4.12,1.17
2026-03-25,NIFTY MOBILITY,Thematic Indices,29.58,4.2,1.15
2026-03-27,NIFTY MOBILITY,Thematic Indices,28.72,4.08,1.18
2026-03-30,NIFTY MOBILITY,Thematic Indices,28.8,4.17,1.15
2026-04-01,NIFTY MOBILITY,Thematic Indices,29.47,4.27,1.12
2026-04-02,NIFTY MOBILITY,Thematic Indices,29.25,4.24,1.13
2026-04-06,NIFTY MOBILITY,Thematic Indices,29.51,4.27,1.12
2026-04-07,NIFTY MOBILITY,Thematic Indices,29.53,4.28,1.12
2026-04-08,NIFTY MOBILITY,Thematic Indices,31.4,4.55,1.05
2026-04-09,NIFTY MOBILITY,Thematic Indices,31.15,4.51,1.06
2026-04-10,NIFTY MOBILITY,Thematic Indices,31.91,4.62,1.03
2026-04-13,NIFTY MOBILITY,Thematic Indices,31.23,4.52,1.06
2026-04-15,NIFTY MOBILITY,Thematic Indices,31.96,4.63,1.03
2026-04-16,NIFTY MOBILITY,Thematic Indices,32.07,4.64,1.03
2026-04-17,NIFTY MOBILITY,Thematic Indices,32.21,4.66,1.02
2026-04-20,NIFTY MOBILITY,Thematic Indices,32.3,4.68,1.02
2026-04-21,NIFTY MOBILITY,Thematic Indices,32.46,4.7,1.02
2026-04-22,NIFTY MOBILITY,Thematic Indices,32.45,4.7,1.02
2026-04-23,NIFTY MOBILITY,Thematic Indices,31.86,4.61,1.04
2026-04-24,NIFTY MOBILITY,Thematic Indices,31.55,4.57,1.05
2026-04-27,NIFTY MOBILITY,Thematic Indices,31.94,4.62,1.03
2026-04-28,NIFTY MOBILITY,Thematic Indices,31.73,4.59,1.04
2026-04-29,NIFTY MOBILITY,Thematic Indices,31.9,4.61,1.04
2026-04-30,NIFTY MOBILITY,Thematic Indices,31.65,4.57,1.04
2026-03-02,NIFTY NONCYC CONS,Thematic Indices,52.35,10.08,0.91
2026-03-04,NIFTY NONCYC CONS,Thematic Indices,51.61,9.94,0.92
2026-03-05,NIFTY NONCYC CONS,Thematic Indices,51.98,10.01,0.92
2026-03-06,NIFTY NONCYC CONS,Thematic Indices,51.47,9.91,0.93
2026-03-09,NIFTY NONCYC CONS,Thematic Indices,50.73,9.77,0.94
2026-03-10,NIFTY NONCYC CONS,Thematic Indices,51.2,9.86,0.93
2026-03-11,NIFTY NONCYC CONS,Thematic Indices,50.45,9.72,0.94
2026-03-12,NIFTY NONCYC CONS,Thematic Indices,49.82,9.6,0.96
2026-03-13,NIFTY NONCYC CONS,Thematic Indices,49.26,9.49,0.97
2026-03-16,NIFTY NONCYC CONS,Thematic Indices,49.67,9.57,0.96
2026-03-17,NIFTY NONCYC CONS,Thematic Indices,50.03,9.58,0.95
2026-03-18,NIFTY NONCYC CONS,Thematic Indices,50.6,9.69,0.94
2026-03-19,NIFTY NONCYC CONS,Thematic Indices,49.04,9.39,0.97
2026-03-20,NIFTY NONCYC CONS,Thematic Indices,49.31,9.44,0.97
2026-03-23,NIFTY NONCYC CONS,Thematic Indices,47.7,9.14,1.0
2026-03-24,NIFTY NONCYC CONS,Thematic Indices,48.66,9.32,0.98
2026-03-25,NIFTY NONCYC CONS,Thematic Indices,49.76,9.53,0.96
2026-03-27,NIFTY NONCYC CONS,Thematic Indices,48.72,9.33,0.98
2026-03-30,NIFTY NONCYC CONS,Thematic Indices,47.13,9.17,1.01
2026-04-01,NIFTY NONCYC CONS,Thematic Indices,48.19,9.38,0.99
2026-04-02,NIFTY NONCYC CONS,Thematic Indices,48.27,9.39,0.99
2026-04-06,NIFTY NONCYC CONS,Thematic Indices,49.0,9.54,0.96
2026-04-07,NIFTY NONCYC CONS,Thematic Indices,49.16,9.57,0.96
2026-04-08,NIFTY NONCYC CONS,Thematic Indices,50.59,9.84,0.93
2026-04-09,NIFTY NONCYC CONS,Thematic Indices,50.24,9.78,0.94
2026-04-10,NIFTY NONCYC CONS,Thematic Indices,50.92,9.91,0.93
2026-04-13,NIFTY NONCYC CONS,Thematic Indices,50.38,9.8,0.94
2026-04-15,NIFTY NONCYC CONS,Thematic Indices,51.4,10.0,0.92
2026-04-16,NIFTY NONCYC CONS,Thematic Indices,51.55,10.03,0.92
2026-04-17,NIFTY NONCYC CONS,Thematic Indices,52.39,10.2,0.9
2026-04-20,NIFTY NONCYC CONS,Thematic Indices,52.48,10.21,0.9
2026-04-21,NIFTY NONCYC CONS,Thematic Indices,53.35,10.38,0.89
2026-04-22,NIFTY NONCYC CONS,Thematic Indices,53.57,10.42,0.88
2026-04-23,NIFTY NONCYC CONS,Thematic Indices,53.05,10.35,0.89
2026-04-24,NIFTY NONCYC CONS,Thematic Indices,52.65,10.25,0.9
2026-04-27,NIFTY NONCYC CONS,Thematic Indices,52.96,10.31,0.89
2026-04-28,NIFTY NONCYC CONS,Thematic Indices,52.73,10.28,0.9
2026-04-29,NIFTY NONCYC CONS,Thematic Indices,53.06,10.35,0.89
2026-04-30,NIFTY NONCYC CONS,Thematic Indices,52.24,10.21,0.9
2026-03-02,NIFTY PSE,Thematic Indices,11.23,2.07,2.73
2026-03-04,NIFTY PSE,Thematic Indices,10.94,2.02,2.8
2026-03-05,NIFTY PSE,Thematic Indices,11.19,2.06,2.74
2026-03-06,NIFTY PSE,Thematic Indices,11.2,2.07,2.79
2026-03-09,NIFTY PSE,Thematic Indices,10.93,2.02,2.86
2026-03-10,NIFTY PSE,Thematic Indices,11.03,2.04,2.83
2026-03-11,NIFTY PSE,Thematic Indices,10.99,2.03,2.8
2026-03-12,NIFTY PSE,Thematic Indices,11.16,2.06,2.82
2026-03-13,NIFTY PSE,Thematic Indices,10.92,2.02,2.89
2026-03-16,NIFTY PSE,Thematic Indices,10.76,1.99,2.94
2026-03-17,NIFTY PSE,Thematic Indices,10.85,2.0,2.91
2026-03-18,NIFTY PSE,Thematic Indices,10.9,2.01,2.9
2026-03-19,NIFTY PSE,Thematic Indices,10.65,1.97,2.92
2026-03-20,NIFTY PSE,Thematic Indices,10.72,1.98,2.94
2026-03-23,NIFTY PSE,Thematic Indices,10.41,1.92,2.99
2026-03-24,NIFTY PSE,Thematic Indices,10.5,1.94,2.96
2026-03-25,NIFTY PSE,Thematic Indices,10.56,1.95,2.94
2026-03-27,NIFTY PSE,Thematic Indices,10.5,1.94,2.92
2026-03-30,NIFTY PSE,Thematic Indices,10.35,1.91,2.96
2026-04-01,NIFTY PSE,Thematic Indices,10.5,1.94,2.92
2026-04-02,NIFTY PSE,Thematic Indices,10.47,1.93,2.93
2026-04-06,NIFTY PSE,Thematic Indices,10.57,1.95,2.9
2026-04-07,NIFTY PSE,Thematic Indices,10.64,1.97,2.88
2026-04-08,NIFTY PSE,Thematic Indices,10.85,2.0,2.83
2026-04-09,NIFTY PSE,Thematic Indices,10.97,2.03,2.79
2026-04-10,NIFTY PSE,Thematic Indices,11.02,2.04,2.78
2026-04-13,NIFTY PSE,Thematic Indices,11.0,2.03,2.79
2026-04-15,NIFTY PSE,Thematic Indices,11.24,2.08,2.73
2026-04-16,NIFTY PSE,Thematic Indices,11.32,2.09,2.71
2026-04-17,NIFTY PSE,Thematic Indices,11.47,2.12,2.67
2026-04-20,NIFTY PSE,Thematic Indices,11.51,2.13,2.66
2026-04-21,NIFTY PSE,Thematic Indices,11.51,2.13,2.66
2026-04-22,NIFTY PSE,Thematic Indices,11.57,2.14,2.65
2026-04-23,NIFTY PSE,Thematic Indices,11.53,2.13,2.66
2026-04-24,NIFTY PSE,Thematic Indices,11.48,2.12,2.67
2026-04-27,NIFTY PSE,Thematic Indices,11.57,2.14,2.65
2026-04-28,NIFTY PSE,Thematic Indices,11.61,2.15,2.63
2026-04-29,NIFTY PSE,Thematic Indices,11.56,2.15,2.64
2026-04-30,NIFTY PSE,Thematic Indices,11.51,2.13,2.66
2026-03-02,NIFTY REITS & INVITS,Thematic Indices,45.86,1.97,5.76
2026-03-04,NIFTY REITS & INVITS,Thematic Indices,44.92,1.93,5.75
2026-03-05,NIFTY REITS & INVITS,Thematic Indices,45.18,1.94,5.71
2026-03-06,NIFTY REITS & INVITS,Thematic Indices,45.52,1.95,5.67
2026-03-09,NIFTY REITS & INVITS,Thematic Indices,45.15,1.94,5.72
2026-03-10,NIFTY REITS & INVITS,Thematic Indices,45.09,1.93,5.72
2026-03-11,NIFTY REITS & INVITS,Thematic Indices,45.11,1.93,5.72
2026-03-12,NIFTY REITS & INVITS,Thematic Indices,45.09,1.93,5.72
2026-03-13,NIFTY REITS & INVITS,Thematic Indices,44.95,1.93,5.74
2026-03-16,NIFTY REITS & INVITS,Thematic Indices,44.81,1.92,5.76
2026-03-17,NIFTY REITS & INVITS,Thematic Indices,44.84,1.92,5.76
2026-03-18,NIFTY REITS & INVITS,Thematic Indices,44.82,1.92,5.76
2026-03-19,NIFTY REITS & INVITS,Thematic Indices,44.55,1.91,5.79
2026-03-20,NIFTY REITS & INVITS,Thematic Indices,44.52,1.91,5.8
2026-03-23,NIFTY REITS & INVITS,Thematic Indices,43.9,1.88,5.88
2026-03-24,NIFTY REITS & INVITS,Thematic Indices,44.62,1.91,5.79
2026-03-25,NIFTY REITS & INVITS,Thematic Indices,40.51,1.93,5.74
2026-03-27,NIFTY REITS & INVITS,Thematic Indices,40.27,1.92,5.77
2026-03-30,NIFTY REITS & INVITS,Thematic Indices,40.08,1.9,5.87
2026-04-01,NIFTY REITS & INVITS,Thematic Indices,40.1,1.9,5.86
2026-04-02,NIFTY REITS & INVITS,Thematic Indices,40.38,1.91,5.82
2026-04-06,NIFTY REITS & INVITS,Thematic Indices,40.55,1.92,5.8
2026-04-07,NIFTY REITS & INVITS,Thematic Indices,40.68,1.93,5.78
2026-04-08,NIFTY REITS & INVITS,Thematic Indices,41.35,1.96,5.69
2026-04-09,NIFTY REITS & INVITS,Thematic Indices,41.54,1.97,5.66
2026-04-10,NIFTY REITS & INVITS,Thematic Indices,41.78,1.98,5.63
2026-04-13,NIFTY REITS & INVITS,Thematic Indices,41.73,1.98,5.63
2026-04-15,NIFTY REITS & INVITS,Thematic Indices,41.79,1.98,5.63
2026-04-16,NIFTY REITS & INVITS,Thematic Indices,41.62,1.97,5.65
2026-04-17,NIFTY REITS & INVITS,Thematic Indices,41.6,1.97,5.65
2026-04-20,NIFTY REITS & INVITS,Thematic Indices,41.28,1.95,5.7
2026-04-21,NIFTY REITS & INVITS,Thematic Indices,41.47,1.96,5.67
2026-04-22,NIFTY REITS & INVITS,Thematic Indices,41.23,1.95,5.7
2026-04-23,NIFTY REITS & INVITS,Thematic Indices,41.08,1.94,5.72
2026-04-24,NIFTY REITS & INVITS,Thematic Indices,41.13,1.95,5.72
2026-04-27,NIFTY REITS & INVITS,Thematic Indices,41.23,1.95,5.7
2026-04-28,NIFTY REITS & INVITS,Thematic Indices,41.13,1.95,5.72
2026-04-29,NIFTY REITS & INVITS,Thematic Indices,41.15,1.95,5.71
2026-04-30,NIFTY REITS & INVITS,Thematic Indices,41.66,1.97,6.07
2026-03-02,NIFTY RURAL,Thematic Indices,26.38,4.11,1.14
2026-03-04,NIFTY RURAL,Thematic Indices,25.85,4.02,1.16
2026-03-05,NIFTY RURAL,Thematic Indices,26.13,4.07,1.15
2026-03-06,NIFTY RURAL,Thematic Indices,25.81,4.02,1.17
2026-03-09,NIFTY RURAL,Thematic Indices,25.19,3.92,1.19
2026-03-10,NIFTY RURAL,Thematic Indices,25.62,3.99,1.17
2026-03-11,NIFTY RURAL,Thematic Indices,25.14,3.91,1.2
2026-03-12,NIFTY RURAL,Thematic Indices,24.85,3.87,1.21
2026-03-13,NIFTY RURAL,Thematic Indices,24.35,3.79,1.24
2026-03-16,NIFTY RURAL,Thematic Indices,24.57,3.83,1.23
2026-03-17,NIFTY RURAL,Thematic Indices,24.75,3.85,1.22
2026-03-18,NIFTY RURAL,Thematic Indices,24.98,3.89,1.21
2026-03-19,NIFTY RURAL,Thematic Indices,24.18,3.77,1.25
2026-03-20,NIFTY RURAL,Thematic Indices,24.32,3.79,1.24
2026-03-23,NIFTY RURAL,Thematic Indices,23.53,3.66,1.28
2026-03-24,NIFTY RURAL,Thematic Indices,23.92,3.72,1.26
2026-03-25,NIFTY RURAL,Thematic Indices,24.5,3.82,1.23
2026-03-27,NIFTY RURAL,Thematic Indices,23.95,3.73,1.25
2026-03-30,NIFTY RURAL,Thematic Indices,24.02,3.75,1.26
2026-04-01,NIFTY RURAL,Thematic Indices,24.37,3.81,1.24
2026-04-02,NIFTY RURAL,Thematic Indices,24.3,3.8,1.24
2026-04-06,NIFTY RURAL,Thematic Indices,24.64,3.85,1.22
2026-04-07,NIFTY RURAL,Thematic Indices,24.75,3.87,1.22
2026-04-08,NIFTY RURAL,Thematic Indices,25.8,4.03,1.17
2026-04-09,NIFTY RURAL,Thematic Indices,25.69,4.01,1.17
2026-04-10,NIFTY RURAL,Thematic Indices,26.17,4.09,1.15
2026-04-13,NIFTY RURAL,Thematic Indices,25.9,4.05,1.16
2026-04-15,NIFTY RURAL,Thematic Indices,26.27,4.1,1.15
2026-04-16,NIFTY RURAL,Thematic Indices,26.26,4.1,1.15
2026-04-17,NIFTY RURAL,Thematic Indices,26.48,4.14,1.14
2026-04-20,NIFTY RURAL,Thematic Indices,26.59,4.16,1.14
2026-04-21,NIFTY RURAL,Thematic Indices,26.8,4.19,1.13
2026-04-22,NIFTY RURAL,Thematic Indices,26.78,4.19,1.13
2026-04-23,NIFTY RURAL,Thematic Indices,26.47,4.14,1.14
2026-04-24,NIFTY RURAL,Thematic Indices,26.32,4.11,1.15
2026-04-27,NIFTY RURAL,Thematic Indices,26.54,4.15,1.14
2026-04-28,NIFTY RURAL,Thematic Indices,26.27,4.13,1.14
2026-04-29,NIFTY RURAL,Thematic Indices,26.46,4.16,1.13
2026-04-30,NIFTY RURAL,Thematic Indices,26.43,4.15,1.14
2026-03-02,NIFTY SERV SECTOR,Thematic Indices,20.69,3.37,1.31
2026-03-04,NIFTY SERV SECTOR,Thematic Indices,20.45,3.33,1.33
2026-03-05,NIFTY SERV SECTOR,Thematic Indices,20.58,3.35,1.32
2026-03-06,NIFTY SERV SECTOR,Thematic Indices,20.21,3.29,1.35
2026-03-09,NIFTY SERV SECTOR,Thematic Indices,19.87,3.23,1.37
2026-03-10,NIFTY SERV SECTOR,Thematic Indices,20.07,3.27,1.36
2026-03-11,NIFTY SERV SECTOR,Thematic Indices,19.71,3.21,1.38
2026-03-12,NIFTY SERV SECTOR,Thematic Indices,19.57,3.19,1.39
2026-03-13,NIFTY SERV SECTOR,Thematic Indices,19.22,3.13,1.41
2026-03-16,NIFTY SERV SECTOR,Thematic Indices,19.43,3.16,1.4
2026-03-17,NIFTY SERV SECTOR,Thematic Indices,19.57,3.19,1.39
2026-03-18,NIFTY SERV SECTOR,Thematic Indices,19.76,3.22,1.38
2026-03-19,NIFTY SERV SECTOR,Thematic Indices,19.07,3.11,1.43
2026-03-20,NIFTY SERV SECTOR,Thematic Indices,19.07,3.11,1.43
2026-03-23,NIFTY SERV SECTOR,Thematic Indices,18.57,3.02,1.46
2026-03-24,NIFTY SERV SECTOR,Thematic Indices,18.95,3.08,1.44
2026-03-25,NIFTY SERV SECTOR,Thematic Indices,19.26,3.14,1.41
2026-03-27,NIFTY SERV SECTOR,Thematic Indices,18.87,3.07,1.44
2026-03-30,NIFTY SERV SECTOR,Thematic Indices,18.48,3.01,1.47
2026-04-01,NIFTY SERV SECTOR,Thematic Indices,18.78,3.06,1.45
